	18:13	加藤厚生労働大臣、菅官房長官、西村経済再生担当大臣、西村官房副長官、岡田官房副長官、杉田官房副長官、沖田芳樹内閣危機管理監、北村滋国家安全保障局長、古谷一之官房副長官補、前田哲官房副長官補、長谷川榮一総理大臣補佐官、今井尚哉総理大臣補佐官、外務省の秋葉剛男事務次官、文部科学省の藤原誠事務次官、厚生労働省の鈴木俊彦事務次官、厚生労働省の鈴木康裕医務技監、農林水産省の末松広行事務次官と面会（～18:37）	
	18:42	杉田官房副長官、内閣府の山崎重孝事務次官と面会（～18:57）	
	19:05	自民党の薗浦健太郎総裁外交特別補佐と面会（～19:18）	
	20:02	官邸発	
	20:03	公邸着	
	22:16	公邸発	
	23:01	Ｇ７＝主要７か国の首脳による緊急のテレビ会議(～23:49)	
3/17	0:11	報道各社のインタビュー	
	0:12	官邸発	
	0:13	公邸着	

3/15	15:41	東京・富ケ谷の私邸発	
3/15	15:55	官邸着	
3/15	15:59	加藤厚生労働大臣、菅官房長官、西村経済再生担当大臣、西村明宏官房副長官、岡田直樹官房副長官、杉田和博官房副長官、沖田芳樹内閣危機管理監、北村滋国家安全保障局長、古谷一之官房副長官補、前田哲官房副長官補、長谷川榮一総理大臣補佐官、今井尚哉総理大臣補佐官、外務省の秋葉剛男事務次官、厚生労働省の鈴木俊彦事務次官、鈴木康裕医務技監、国土交通省の藤田耕三事務次官と面会	
3/15	16:16	西村経済再生担当大臣と面会（～16:41）	
3/15	18:02	イギリスのジョンソン首相と電話会談（～18:41)	
3/15	18:43	北村国家安全保障局長と面会（～18:48）	
3/15	18:49	西村経済再生担当大臣と面会（～18:55）	
3/15	18:57	官邸発	
3/15	19:11	東京・富ケ谷の私邸着	

2/27	9:42	公邸発	
	9:43	官邸着	
3/14		午前中は来客なく、東京・富ヶ谷の私邸で過ごす	
	15:02	私邸発	
	15:17	官邸着	
	15:58	加藤厚生労働大臣、菅官房長官、西村経済再生担当大臣、西村明宏官房副長官、岡田直樹官房副長官、杉田和博官房副長官、沖田芳樹内閣危機管理監、北村滋国家安全保障局長、古谷一之官房副長官補、前田哲官房副長官補、長谷川榮一総理大臣補佐官、今井尚哉総理大臣補佐官、外務省の秋葉剛男事務次官、厚生労働省の鈴木俊彦事務次官、鈴木康裕医務技監と面会（～16:23）	
	16:45	西村経済再生担当大臣と面会（～16:53）	
	18:01	記者会見（～18:53）	
	18:59	官邸発	
	19:14	私邸着	

	8:10	東京・富ヶ谷の私邸発	
	8:23	官邸着	
	8:25	自民党の世耕弘成参議院幹事長と面会（～8:32）	
	8:34	閣議（～8:47）	
	9:01	アメリカのトランプ大統領と電話会談（～9:48）	
	13:58	北村滋国家安全保障局長、林肇官房副長官補、今井尚哉総理大臣補佐官、外務省の秋葉剛男事務次官、高橋克彦中東アフリカ局長、経済産業省の安藤久佳事務次官と面会	
	14:31	経済産業省の安藤事務次官が出る	
	14:40	林官房副長官補、外務省の高橋中東アフリカ局長が出る	
	14:48	全員出る	
	14:49	自民党の甘利明税制調査会長と面会（～15:39）	
	16:02	瀧澤裕昭内閣情報官と面会（～16:32）	
